id,var-origin,var-lh,label
839,r005,r005-p-ca,"A Sra pagou algum valor pelo último exame preventivo para câncer do colo do útero? (Entrevistador: Se a entrevistada responder que pagou, mas teve reembolso, marque a opção 2)"
840,r00601,r00601-p-ca,O último exame preventivo para câncer do colo do útero foi feito através do Sistema Único de Saúde (SUS)
841,r007,r007-p-ca,Quanto tempo depois de ter realizado o último exame preventivo a Sra recebeu o resultado
842,r008,r008-p-ca,"Após receber o resultado do exame, a Sra foi encaminhada a alguma consulta com ginecologista ou outro médico especialista"
843,r009010,r009010-p-ca,A Sra foi à consulta A Sra fez o exame de mamografia
844,r010,r010-p-ca,Qual o principal motivo da Sra não ter ido à consulta
845,r011,r011-p-ca,A sra já foi submetida a cirurgia para retirada do útero? 
846,r012,r012-p-ca,"Segundo o médico, qual o motivo da retirada do útero? "
847,r013,r013-p-ca,Que idade a sra tinha quando foi submetida à cirurgia? 
848,r014,r014-p-ca,Quando foi a última vez que um médico ou enfermeiro fez o exame clínico das suas mamas
849,r015,r015-p-ca,Algum médico já lhe solicitou um exame de mamografia
850,r01701,r01701-p-ca,A água utilizada para beber neste domicílio é
851,r019,r019-p-ca,Quando foi a última vez que a Sra fez um exame de mamografia
852,r020,r020-p-ca,A Sra pagou algum valor pela última mamografia?
853,r02101,r02101-p-ca,A última mamografia foi feita através do Sistema Único de Saúde (SUS)
854,r022,r022-p-ca,Quanto tempo depois de ter realizado o último exame de mamografia a Sra recebeu o resultado
855,r023,r023-p-ca,"Após receber o resultado da mamografia, a Sra foi encaminhada para consulta com médico especialista"
856,r02402,r02402-p-ca,A Sra foi à consulta com o especialista
857,r025,r025-mena,Qual o principal motivo da Sra não ter ido à consulta com o especialista
858,r026,r026-mena,Com que idade a sra ficou menstruada pela primeira vez?  
859,r027,r027-meno,A sra ainda fica menstruada? 
860,r028,r028-meno,Com que idade a sra parou de menstruar? 
861,r029,r029-meno,A sra já entrou na menopausa? 
862,r030,r030-meno,"Alguma vez a sra fez ou faz tratamento hormonal para alívio dos sintomas da menopausa (com comprimidos, adesivos, gel ou injeções)? "
863,r031,r031-t-grav,Este medicamento foi receitado por médico?
864,r032,r032-t-grav,"Nos últimos 12 meses, a sra teve relações sexuais? "
865,r033,r033-t-grav,"Nos últimos 12 meses, a sra participou de grupo de planejamento familiar?"
866,r034,r034-t-grav,E o seu parceiro participou de grupo de planejamento familiar? 
867,r035,r035-t-grav,A sra usa algum método para evitar a gravidez atualmente?
868,r03601,r03601-t-grav,Qual o principal motivo de não evitar a gravidez?
869,r03602,r03602-t-grav,Pilula?
870,r03603,r03603-t-grav,Tabela?
871,r03604,r03604-t-grav,Camisinha masculina?
872,r03605,r03605-t-grav,Camisinha feminina?
873,r03606,r03606-t-grav,Diafragma?
874,r03607,r03607-t-grav,DIU?
875,r03608,r03608-t-grav,Contraceptivo injetável?
876,r03609,r03609-t-grav,Implantes (Norplant)?
877,r03610,r03610-t-grav,Creme/óvulo?
878,r03611,r03611-t-grav,Píulula do dia seguinte?
879,r037,r037-t-grav,Outro
880,r038,r038-t-grav,A sra e/ou seu companheiro já fizeram ou fazem algum tratamento para engravidar? 
881,s065,s065-pp-grav,Há quanto tempo a sra está tentando engravidar?
882,s066,s066-pp-grav,"Alguma vez ficou grávida, mesmo que a gravidez não tenha chegado até o final?"
883,s06701,s06701-pp-grav,Quantos partos a Sra já teve?
884,s06702,s06702-pp-grav,Em que data foi o último parto?
885,s06703,s06703-pp-grav,Em que data foi o último parto?
886,s068,s068-pp-grav,Em que data foi o último parto?
887,s06901,s06901-pp-grav,Quando estava grávida fez alguma consulta de pré-natal?
888,s06902,s06902-pp-grav,Quantas tempo de gravidez tinha quando fez a primeira consulta pré-natal?
889,s070,s070-pp-grav,Quantas tempo de gravidez tinha quando fez a primeira consulta pré-natal?
890,s071,s071-pp-grav,Quantas consultas de pré-natal fez durante esta gravidez?
891,s072,s072-pp-grav,Você fez a maioria das consultas do pré-natal em serviço de saúde de: 
892,s073,s073-pp-grav,Pagou por alguma consulta de pré-natal? 
893,s074,s074-pp-grav,As consultas do pré-natal foram feitas através do Sistema Único de Saúde (SUS)?
894,s075,s075-pp-grav,"Nesta gravidez, quem a atendeu na maioria das consultas?"
895,s076,s076-pp-grav,"Nesta gravidez, você tinha uma caderneta/cartão da gestante? "
896,s077,s077-pp-grav,"Nesta gravidez, você fez algum exame de sangue, sem considerar o teste de gravidez? "
897,s07901,s07901-pp-grav,"Nesta gravidez, você fez algum exame de urina, sem considerar o teste de gravidez? "
898,s07902,s07902-pp-grav,"Durante o pré-natal, em quantas consultas mediram sua pressão arterial?"
899,s07903,s07903-pp-grav,"Durante o pré-natal, em quantas consultas mediram o seu peso?"
900,s07904,s07904-pp-grav,"Durante o pré-natal, em quantas consultas mediram sua barriga?"
901,s07905,s07905-pp-grav,"Durante o pré-natal, em quantas consultas ouviram o coração do bebê?"
902,s080,s080-pp-grav,"Durante o pré-natal, em quantas consultas examinaram suas mamas?"
903,s081,s081-pp-grav,Durante o pré-natal de (nome) foi realizado teste∕ exame para sífilis? 
904,s082,s082-pp-grav,Recebeu ou foi informada sobre o resultado do teste∕ exame para sífilis antes do parto?
905,s083,s083-pp-grav,Qual foi o resultado do teste / exame para sífilis? 
906,s084,s084-pp-grav,Recebeu tratamento para sífilis? 
907,s085,s085-pp-grav,Foi solicitado teste/exame de sífilis para o seu parceiro(a)? 
908,s086,s086-pp-grav,O seu parceiro recebeu o resultado do teste∕ exame para sífilis antes do parto?
909,s087,s087-pp-grav,Qual foi o resultado do teste∕ exame para sífilis do seu parceiro?
910,s088,s088-pp-grav,O seu parceiro foi tratado?
911,s089,s089-pp-grav,Durante o pré-natal foi realizado teste∕ exame para hepatite B? 
912,s090,s090-pp-grav,Recebeu o resultado da Hepatite B antes do parto? 
913,s091,s091-pp-grav,Durante o pré-natal foi solicitado o teste∕ exame para HIV/AIDS?
914,s092,s092-pp-grav,Neste pré-natal foi realizado teste∕ exame para HIV/AIDS?
915,s095,s095-pp-grav,Recebeu o resultado do teste∕ exame para HIV/AIDS antes do parto? 
916,s096,s096-pp-grav,Durante o pré-natal a Sra foi orientada a usar preservativo?
917,s097,s097-pp-grav,Quanto tempo antes do parto a Sra foi à última consulta do pré-natal?
918,s098,s098-pp-grav,Durante este pré-natal você foi informada/orientada pelo serviço de saúde/profissional de saúde sobre a maternidade para qual deveria se dirigir no momento do parto? 
919,s099,s099-pp-grav,Quando estava grávida tomou alguma injeção para prevenir o bebê contra difteria e tétano (mal dos sete dias) – dT ou dTpa? 
920,s09901,s09901-pp-grav,Quantas doses dessa injeção tomou durante esta gravidez? 
921,s109,s109-pp-grav,Número de doses
922,s110,s110-pp-grav,Seu(sua) filho(a) foi pesado ao nascer? 
923,s11001,s11001-pp-grav,Qual foi o peso dele(a) ao nascer? 
924,s111,s111-pp-grav,Peso ao nascer (em quilogramas)
925,s112,s112-pp-grav,Quem fez o parto? 
926,s113,s113-pp-grav,Onde foi realizado o parto?
927,s114,s114-pp-grav,Pagou algum valor pelo parto? 
928,s115,s115-pp-grav,O parto foi feito através do Sistema Único de Saúde (SUS)? 
929,s116,s116-pp-grav,Qual foi o tipo de parto? 
930,s117,s117-pp-grav,"Nesta gravidez, entrou em trabalho de parto? "
931,s118,s118-pp-grav,Qual o principal motivo de ter tido parto cesáreo? 
932,s11801,s11801-pp-grav,Quantas semanas de gravidez tinha no momento do parto?
933,s119,s119-pp-grav,Quantidade de semanas
934,s120,s120-pp-grav,Neste parto fizeram em você a episiotomia (aquele corte na vagina)? 
935,s121,s121-pp-grav,Neste trabalho de parto foi oferecido algum método para alívio da dor?
936,s122,s122-pp-grav,Neste trabalho de parto foi utilizado algum método para alívio da dor?
937,s123,s123-pp-grav,Qual foi o método utilizado para o alívio da dor? 
938,s124,s124-pp-grav,"Alguém conhecido ficou com você durante todo o período de parto (pré-parto, parto e pós-parto)? "
939,s125,s125-pp-grav,Em algum momento esse acompanhante foi o pai da criança? 
940,s126,s126-pp-grav,Teve alguma complicação durante o parto?
941,s127,s127-pp-grav,Você teve alguma complicação após o parto?
942,s128,s128-pp-grav,Por causa dessa complicação precisou ser internada? 
943,s129,s129-pp-grav,O parto foi realizado no estabelecimento de saúde indicado no pré-natal?
944,s130,s130-pp-grav,Quantos serviços de saúde procurou quando entrou em trabalho de parto para que seu(sua) filho(a) pudesse nascer?
945,s131,s131-pp-grav,"Durante a primeira hora após o nascimento, seu(sua) filho(a) foi colocado(a) em contato com você pele a pele? "
946,s132,s132-pp-grav,"Depois do nascimento, ele(a) ficou com você no quarto até a alta hospitalar?"
947,s133,s133-pp-grav,Seu(sua) filho(a) saiu do hospital junto com você? 
948,s134,s134-pp-grav,A criança não saiu do hospital junto com você porque: 
949,s135,s135-pp-grav,Você fez consulta de puerpério (consulta com médico ou enfermeiro até 42 dias após o parto)? 
950,s136,s136-pp-grav,Qual o motivo de não ter feito a consulta de puerpério (consulta com médico ou enfermeiro até 42 dias após o parto)? 
951,s137,s137-pp-grav,"Durante os primeiros três meses após o parto, você tomou medicamento contendo somente ferro ou ferro com vitaminas? "
952,s138,s138-pp-grav,Por que não tomou o medicamento? 
953,s139,s139-pp-grav,"Na maioria das vezes, o medicamento contendo somente ferro ou ferro com vitaminas foi obtido em serviço público de saúde? "
954,t001,t001-ss-recentes,"Após o parto, por quanto tempo tomou o medicamento contendo somente ferro ou ferro com vitaminas?"
955,t002,t002-ss-recentes,O (a) Sr. (a) está com tosse há três semanas ou mais? 
956,t003,t003-ss-recentes,O (a) Sr (a) tem mancha com dormência ou parte da pele com dormência?
957,t004,t004-ss-recentes,Algum médico já lhe deu o diagnóstico de doença de Chagas? 
958,t005,t005-ss-recentes,"Nos últimos 12 meses, algum médico lhe deu diagnóstico de doença/infecção sexualmente transmissível?"
959,t00601,t00601-ss-recentes,"Nesse diagnóstico (se houver mais de um, considere o último) de doença/infecção sexualmente transmissível, o(a) Sr(a) fez algum tipo de tratamento com prescrição médica? "
960,t00602,t00602-ss-recentes,Nesse diagnóstico recebeu orientações? Usar regularmente preservativo 
961,t00603,t00603-ss-recentes,Nesse diagnóstico recebeu orientações? Informar aos (às) parceiros (as) da infecção 
962,t00604,t00604-ss-recentes,Nesse diagnóstico recebeu orientações? Fazer o teste de HIV 
963,t00605,t00605-ss-recentes,Nesse diagnóstico recebeu orientações? Fazer o teste de sífilis 
964,t00606,t00606-ss-recentes,Nesse diagnóstico recebeu orientações? Fazer os testes para as hepatites B e C 
965,u00101,u00101-s-buc,Nesse diagnóstico recebeu orientações? Tomar vacina para hepatite B 
966,u00204,u00204-s-buc,Com que frequência o(a) Sr(a) usa escova de dentes para a higiene bucal
967,u00205,u00205-s-buc,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Escova de dente
968,u00206,u00206-s-buc,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Pasta de dente
969,u00207,u00207-s-buc,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Fio dental
970,u00208,u00208-s-buc,"O que o(a) Sr(a) usa para fazer a limpeza de sua boca Enxaguatório bucal (como plax, colgate, cepacol)"
971,u00401,u00401-s-buc,O que o(a) Sr(a) usa para fazer a limpeza de sua boca Outros
972,u005,u005-s-buc,Com que frequência o(a) Sr(a) troca a sua escova de dente por uma nova
973,u006,u006-s-buc,"Em geral, como o(a) Sr(a) avalia sua saúde bucal (dentes e gengivas)"
974,u00902,u00902-s-buc,Que grau de dificuldade o(a) Sr(s) tem para se alimentar por causa de problemas com seus dentes ou dentadura?
975,u01002,u01002-s-buc,Qual o principal motivo que o(a) fez consultar o dentista na última vez
976,u014,u014-s-buc,Onde foi a última consulta odontológica
977,u02001,u02001-s-buc,Como o(s) Sr(a) conseguiu a consulta odontológica:
978,u02101,u02101-s-buc,"O (A) Sr (a) pagou algum valor por esta consulta odontológica (Entrevistador: Se o(a) entrevistado (a) responder que pagou, mas teve reembolso total, marque a opção 2)"
979,u02302,u02302-s-buc,Esta consulta odontológica foi feita pelo SUS
980,u02303,u02303-s-buc,"Lembrando-se dos seus dentes permanentes de cima, o(a) Sr(a) perdeu algum"
981,u02402,u02402-s-buc,Quantos dentes permanentes de cima perdeu?
982,u02403,u02403-s-buc,"Lembrando-se dos seus dentes permanentes de baixo, o(a) Sr(a) perdeu algum"
983,u02501,u02501-s-buc,Quantos dentes permanentes de baixo perdeu?
984,upa,upa-pns-svy,"O(A) Sr(a) usa algum tipo de prótese dentária (dente artificial, implante, dentadura, chapa)"
985,v0001,v0001-svy,UPA
986,v0006,v0006-pns-svy,Unidade da Federação
987,v001,v001-svy,Número de ordem do domicílio na PNS
988,v00101,v00101-svy,Foi assegurada a privacidade para aplicação desse módulo
989,v0015,v0015-svy,O questionário foi preenchido por:
990,v0020,v0020-svy,Tipo da entrevista
991,v00201,v00201-c-ext,Ano de referência
992,v00202,v00202-c-ext,"Nos últimos doze meses, alguém: Te ofendeu, humilhou ou ridicularizou na frente de outras pessoas?"
993,v00203,v00203-c-ext,"Nos últimos doze meses, alguém: Gritou com você ou te xingou?"
994,v00204,v00204-c-ext,"Nos últimos doze meses, alguém: Usou redes sociais ou celular para ameaçar, ofender, xingar ou expor imagens suas sem o seu consentimento? "
995,v00205,v00205-c-ext,"Nos últimos doze meses, alguém: Te ameaçou de ferir ou machucar alguém importante para você?"
996,v0022,v0022-svy,"Nos últimos doze meses, alguém: Destruiu alguma coisa sua de propósito?"
997,v0024,v0024-svy,Total de moradores
998,v0025a,v0025a-svy,Estrato
999,v0025b,v0025b-svy,Seleção do morador de 15 anos ou mais para responder o questionário individual
1000,v0026,v0026-svy,Seleção do morador de 15 anos ou mais para ter medida antropométrica aferida
1001,v0028,v0028-svy,Tipo de situação censitária
1002,v00281,v00281-svy,Peso do domicílio e dos moradores sem calibração
1003,v00282,v00282-svy,Peso do domicílio e dos moradores com calibração
1004,v00283,v00283-svy,Projeção da população
1005,v0029,v0029-svy,Domínio de projeção para domicílio e moradores
1006,v00291,v00291-svy,Peso do morador selecionado sem calibração
1007,v00292,v00292-svy,Peso do morador selecionado com calibração
1008,v00293,v00293-svy,Projeção da população para moradores selecionados
1009,v003,v003-c-ext,Domínio de projeção para morador selecionado
1010,v0030,v0030-svy,"Nos últimos doze meses, quantas vezes isso aconteceu com você?"
1011,v00301,v00301-svy,Peso do morador selecionado para antropometria sem calibração
1012,v00302,v00302-svy,Peso do morador selecionado para antropometria com calibração
1013,v00303,v00303-svy,Projeção da população para moradores selecionados para antropometria
1014,v0031,v0031-svy,Domínio de projeção para morador selecionado para antropometria
1015,v006,v006-c-ext,Tipo de área
1016,v007,v007-c-ext,"Quem fez isso com você? (Se mais de uma pessoa, defina o pirncipal agressor)"
1017,v01401,v01401-c-ext,Onde isso ocorreu?
1018,v01402,v01402-c-ext,"Nos últimos doze meses, alguém: Te deu um tapa ou uma bofetada?"
1019,v01403,v01403-c-ext,"Nos últimos doze meses, alguém: Te empurrou, segurou com força ou jogou algo em você com a intenção de machucar?"
1020,v01404,v01404-c-ext,"Nos últimos doze meses, alguém: Te deu um soco, chutou ou arrastou pelo cabelo?"
1021,v01405,v01405-c-ext,"Nos últimos doze meses, alguém: Tentou ou efetivamente estrangulou, asfixiou ou te queimou de propósito?"
1022,v015,v015-c-ext,"Nos últimos doze meses, alguém: Te ameaçou ou feriu com uma faca, arma de fogo ou alguma outra arma ou objeto?"
1023,v018,v018-c-ext,"Nos últimos doze meses, quantas vezes isso aconteceu?"
1024,v019,v019-c-ext,Quem fez isso com você
1025,v02701,v02701-c-ext,Onde isso ocorreu?
1026,v02702,v02702-c-ext,"Nos últimos doze meses, alguém: tocou, manipulou, beijou ou expôs partes do seu corpo contra sua vontade"
1027,v02801,v02801-c-ext,"Nos últimos doze meses, alguém: Te ameaçou ou forçou a ter relações sexuais ou quaisquer outros atos sexuais contra sua vontade?"
1028,v02802,v02802-c-ext,"E alguma vez na vida, alguém: tocou, manipulou, beijou ou expôs partes do seu corpo contra sua vontade"
1029,v029,v029-c-ext,"E alguma vez na vida, alguém: Te ameaçou ou forçou a ter relações sexuais ou quaisquer outros atos sexuais contra sua vontade?"
1030,v032,v032-c-ext,"Nos últimos doze meses, quantas vezes isso aconteceu?"
1031,v033,v033-c-ext,Quem fez isso com você
1032,v034,v034-c-ext,Onde isso ocorreu?
1033,v03501,v03501-c-ext,"Nos últimos doze meses, você deixou de realizar quaisquer de suas atividades habituais (trabalhar, realizar afazeres domésticos, ir à escola etc.) por causa desse ato"
1034,v03502,v03502-c-ext,"Esse(s) ato(s) sexual(is) forçado(s) gerou(aram) alguma consequência para sua saúde, tais como: Hematomas, cortes, fraturas, queimaduras ou outras lesões físicas ou ferimentos? "
1035,v03503,v03503-c-ext,"Esse(s) ato(s) sexual(is) forçado(s) gerou(aram) alguma consequência para sua saúde, tais como: Medo, tristeza, desânimo, dificuldade para dormir, ansiedade, depressão ou outras consequências psicológicas? "
1036,v036,v036-c-ext,"Esse(s) ato(s) sexual(is) forçado(s) gerou(aram) alguma consequência para sua saúde, tais como: Doença sexualmente transmissível ou gravidez indesejada?"
1037,v037,v037-c-ext,"Por causa desta (s) consequência (s), você procurou algum atendimento de saúde"
1038,v038,v038-c-ext,"Por causa desta (s) consequência (s), você recebeu algum atendimento de saúde"
1039,v039,v039-c-ext,Onde foi realizado este atendimento de saúde
1040,vdc001,vdc001-svy,"Por causa desta (s) consequência (s), você precisou ser internado por 24 horas ou mais"
1041,vdc003,vdc003-der,"Número de componentes do domicílio (exclusive as pessoas cuja condição na família era pensionista, empregado doméstico ou parente do empregado doméstico) "
1042,vdd004a,vdd004a-der,Total de moradores com 15 anos ou mais
1043,vddata,vddata-svy,Nível de instrução mais elevado alcançado (pessoas de 5 anos ou mais de idade) padronizado para o Ensino Fundamental -  SISTEMA DE 9 ANOS
1044,vde001,vde001-der,"Data de geração do arquivo de microdados. Data ordenada na forma: ano (4 algarismos), mês (2) e dia (2) -  AAAAMMDD"
1045,vde002,vde002-der,Condição em relação à força de trabalho na semana de referência para pessoas de 14 anos ou mais de idade
1046,vde014,vde014-der,Condição de ocupação na semana de referência para pessoas de 14 anos ou mais de idade
1047,vdf001,vdf001-der,Grupamentos de atividade do trabalho principal da semana de referência para pessoas de 14 anos ou mais de idade
1048,vdf00102,vdf00102-der-a,"Em (mês da pesquisa), _______ recebia normalmente algum juro de caderneta de poupança e de outras aplicações financeiras, dividendos, programas sociais, seguro-desemprego, seguro defeso ou outros rendimentos? "
1049,vdf002,vdf002-der-rendpp,Valor recebido em reais (VDF001)
1050,vdf003,vdf003-der-rendpp1,Rendimento domiciliar 
1051,vdf004,vdf004-der-renddp,Rendimento domiciliar per capita
1052,vdl001,vdl001-der-yo,"Faixa de rendimento domiciliar per capita (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista, empregado doméstico ou parente do empregado doméstico)"
1053,vdm001,vdm001-der-fx,Idade em meses das crianças nascidas no período de referência do Módulo L
1054,vdp001,vdp001-der-tp,Faixa de tempo gasto por dia no deslocamento casa-trabalho pelas pessoas ocupadas que se deslocavam para o trabalho
1055,vdr001,vdr001-der-mtd,Tipo de cigarro industrializado comprado
1056,w001,w001-der-antr,Método contraceptivo mais eficaz que faz uso
1057,w00101,w00101-der-p1,Antropometria aferida do morador selecionado
1058,w00102,w00102-der-p2,Peso - 1ª pesagem (em kg)
1059,w00103,w00103-der-pf,Peso - 2ª pesagem (em kg)
1060,w00201,w00201-der-a1,Peso - Final (em kg)
1061,w00202,w00202-der-a2,Altura - 1ª medição (em cm)
1062,w00203,w00203-der-af,Altura - 2ª medição (em cm)
1063,y001,y001-sex,Altura - Final (em cm)
1064,y00101,y00101-sex,Que idade tinha quando teve relações sexuais pela primeira vez? 
1065,y002,y002-sex,Idade do morador quando teve relações sexuais pela primeira vez
1066,y003,y003-sex,Nos últimos doze meses teve relações sexuais? 
1067,y004,y004-sex,"Nos últimos doze meses nas relações sexuais que teve, com que frequência usou camisinha:"
1068,y005,y005-sex,"Nos últimos doze meses na última relação sexual que teve, foi usada camisinha masculina ou feminina? "
1069,y006,y006-sex,Qual o principal motivo por não ter usado camisinha?
1070,y007,y007-sex,"Nos últimos doze meses, alguma vez procurou algum serviço público (posto, centro de saúde, hospital público, hospital conveniado do SUS, agente comunitário de saúde) para obter camisinha masculina ou feminina? "
1071,y008,y008-sex,Por que não procurou algum serviço público saúde para obter camisinha masculina ou feminina? 
1072,z001,z001-sm-1,Qual é a sua orientação sexual?
1073,z00101,z00101-sm-2,Você já teve/tem filho(s) biológico(s)? 
1074,z00102,z00102-sm-3,Quantos homens
1075,z002,z002-sm-4,Quantas mulheres
1076,z003,z003-sm-5,Quantos anos você tinha quando seu primeiro filho nasceu?
1077,z004,z004-sm-6,Qual a idade do seu filho mais novo ou único nascido vivo? 
1078,z005,z005-sm-7,"Atualmente, alguma mulher está grávida de você?"
1079,z006,z006-sm-8,"Na gravidez atual ou na do de seu último filho nascido vivo, você desejava ter filho naquele momento? "
1080,z007,z007-sm-9,Na gravidez atual ou na do seu último filho nascido vivo foi feito pré-natal? 
1081,z008,z008-sm-10,A maioria das consultas na gravidez atual ou na do seu último filho nascido vivo foi feita pelo SUS? 
1082,z009,z009-sm-11,Você acompanha ou acompanhou o pré-natal da gravidez atual ou da gravidez do seu último filho? 
1083,z010,z010-sm-12,Algum profissional de saúde responsável pelo pré-natal fez solicitação de exame para você? 
1084,z011,z011-sm-13,Você realizou os exames solicitados? 
1085,z012,z012-sm-14,"Durante o pré-natal da gravidez atual ou da gravidez do último filho, você foi incentivado a participar de palestras, rodas de conversas, cursos, etc. sobre os cuidados com o bebê? "
1086,z013,z013-sm-15,"Você foi informado por algum profissional de saúde, que realizou o pré-natal, sobre a possibilidade de participar do momento do parto? "
1087,z01401,z01401-sm-16,Tem filhos (as) adotivos (as)? 
1088,z01402,z01402-sm-17,Quantos homens
1089,z01403,z01402-sm-18,Quantas mulheres
